"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"IDA blend","IDB","Surface area (sq. km)","AG.SRF.TOTL.K2","","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055830","6055910","6055910","6055920","6055920","6055910","6055910","6055910","6055910","6055910","6055910","6055910","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920","6055920",
"Indonesia","IDN","Surface area (sq. km)","AG.SRF.TOTL.K2","","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930","1910930.9375","1913580","1913580","1913580","1913580",
"IDA only","IDX","Surface area (sq. km)","AG.SRF.TOTL.K2","","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18574508.000061","18575388.000061","18575388.000061","18575388.000061","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18568464.9995728","18566781.9990845","18566781.9990845","18566781.9990845","18566781.9990845","18566781.9990845","18566781.0029907","18566781.0029907","18567036.0029907","18567036.0029907","18567036.0029907","18565031.9990845","18565036.0029907","18552036.9990845","18552036.9990845","18541149.9990845",
"Isle of Man","IMN","Surface area (sq. km)","AG.SRF.TOTL.K2","","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570",
"India","IND","Surface area (sq. km)","AG.SRF.TOTL.K2","","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287260","3287259.0625","3287259.0625","3287259.0625","3287259.0625","3287259.0625",
"Not classified","INX","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Surface area (sq. km)","AG.SRF.TOTL.K2","","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280","70280",
"Iran, Islamic Rep.","IRN","Surface area (sq. km)","AG.SRF.TOTL.K2","","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150","1745150",
"Iraq","IRQ","Surface area (sq. km)","AG.SRF.TOTL.K2","","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","438320","435240","435240","435240","435240","435051.9921875","435051.9921875","435051.9921875","435051.9921875","435051.9921875","435051.9921875",
"Iceland","ISL","Surface area (sq. km)","AG.SRF.TOTL.K2","","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000","103000",
"Israel","ISR","Surface area (sq. km)","AG.SRF.TOTL.K2","","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070","22070",
"Italy","ITA","Surface area (sq. km)","AG.SRF.TOTL.K2","","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340","301340",
"Jamaica","JAM","Surface area (sq. km)","AG.SRF.TOTL.K2","","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990","10990",
"Jordan","JOR","Surface area (sq. km)","AG.SRF.TOTL.K2","","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","89320","89320","89320","89320","89320","89320","89320","89320","89320","89320",
"Japan","JPN","Surface area (sq. km)","AG.SRF.TOTL.K2","","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377800","377880","377890","377900","377910","377910","377920","377930","377940","377946.9921875","377950","377955","377960","377961.9921875","377961.9921875","377971.015625","377970","377970","377970",
"Kazakhstan","KAZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724900","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875","2724901.875",
"Kenya","KEN","Surface area (sq. km)","AG.SRF.TOTL.K2","","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370","580370",
"Kyrgyz Republic","KGZ","Surface area (sq. km)","AG.SRF.TOTL.K2","","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199950","199949.00390625","199949.00390625","199949.00390625","199949.00390625","199949.00390625","199949.00390625","199949.00390625","199950","199950","199950",
"Cambodia","KHM","Surface area (sq. km)","AG.SRF.TOTL.K2","","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040","181040",
"Kiribati","KIR","Surface area (sq. km)","AG.SRF.TOTL.K2","","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810",
"St. Kitts and Nevis","KNA","Surface area (sq. km)","AG.SRF.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260",
"Korea, Rep.","KOR","Surface area (sq. km)","AG.SRF.TOTL.K2","","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99260","99540","99590","99600","99620","99650","99680","99720","99830","99900","100030","100030","100150","100265.99609375","100280","100295","100339.00390625","100339.00390625","100339.00390625",
"Kuwait","KWT","Surface area (sq. km)","AG.SRF.TOTL.K2","","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820",
"Latin America & Caribbean (excluding high income)","LAC","Surface area (sq. km)","AG.SRF.TOTL.K2","","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19413510","19386320","19386320","19386320","19386320","19386320","19386320","19386320","19386320","19386320","19386320","19386320","19386320","19386311.9921875","19386311.9921875","19386309.9609375","19386310.9765625","19386310.9765625","19386310.9765625","19386305.9765625","19386305.9765625","19386305.9765625",
"Lao PDR","LAO","Surface area (sq. km)","AG.SRF.TOTL.K2","","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800","236800",
"Lebanon","LBN","Surface area (sq. km)","AG.SRF.TOTL.K2","","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450","10450",
"Liberia","LBR","Surface area (sq. km)","AG.SRF.TOTL.K2","","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370","111370",
"Libya","LBY","Surface area (sq. km)","AG.SRF.TOTL.K2","","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540",
"St. Lucia","LCA","Surface area (sq. km)","AG.SRF.TOTL.K2","","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620","620",
"Latin America & Caribbean","LCN","Surface area (sq. km)","AG.SRF.TOTL.K2","","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452772.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20452682.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425492.4156212","20425484.4078087","20425484.4078087","20425482.3765587","20425483.3921837","20425483.3921837","20425483.3921837","20426078.3765625","20426078.3765625","20425545.9765625",
"Least developed countries: UN classification","LDC","Surface area (sq. km)","AG.SRF.TOTL.K2","","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18274791.000061","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18267867.9995728","18266184.9990845","18266184.9990845","18266184.9990845","18266184.9990845","18266184.9990845","18266184.9990845","18266184.9990845","18266439.9990845","18266439.9990845","18266439.9990845","18265609.9990845","18265609.9990845","18252609.9990845","18252609.9990845","18252609.9990845",
"Low income","LIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093270","14093525","14093525","14093525","14092350.9960938","14092355","14079355","14079355","14079355",
"Liechtenstein","LIE","Surface area (sq. km)","AG.SRF.TOTL.K2","","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160",
"Sri Lanka","LKA","Surface area (sq. km)","AG.SRF.TOTL.K2","","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610","65610",
"Lower middle income","LMC","Surface area (sq. km)","AG.SRF.TOTL.K2","","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20840091.000061","20840091.000061","20842131.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20842211.000061","20840871.000061","20840881.000061","20840881.000061","20841551.000061","20842281.000061","20842311.000061","20842401.000061","20835477.9995728","20835487.9995728","20835487.9995728","20835477.9995728","20835477.9995728","20835477.9995728","20833607.9995728","20833617.9995728","20833667.9995728","20833677.9995728","20832008.9834595","20833906.991272","20833906.991272","20833906.991272","20833746.0147095","20833745.0186157","20833647.9873657","20833650.9951782","20833665.0186157","20833665.9951782","20833094.0029907","20835743.0654907","20835744.0615845","20835744.0615845","20835744.0615845",
"Low & middle income","LMY","Surface area (sq. km)","AG.SRF.TOTL.K2","","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94856718.000061","94856718.000061","94858758.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94858838.000061","94857498.000061","94857508.000061","94857508.000061","94858178.000061","94859088.000061","94859119.875061","94859209.875061","94852286.8745728","94852286.8745728","94852276.8745728","94852266.8745728","94825076.8745728","94825076.8745728","94823196.8745728","94823201.2495728","94823249.9995728","94823259.3745728","94821600.3584595","94823497.741272","94823497.116272","94823496.491272","94823335.5147095","94820795.1436157","94820700.1045532","94820958.1123657","94820970.1045532","94820390.1045532","94818644.1084595","94821246.1592407","94808240.9053345","94808240.9053345","94797353.9053345",
"Lesotho","LSO","Surface area (sq. km)","AG.SRF.TOTL.K2","","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360",
"Late-demographic dividend","LTE","Surface area (sq. km)","AG.SRF.TOTL.K2","","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45767775.015625","45767775.015625","45769815.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45769895.015625","45768555.015625","45768565.015625","45768565.015625","45769235.015625","45769265.015625","45769296.8896484","45769396.8896484","45769396.8896484","45769396.8896484","45769386.8896484","45769376.8896484","45769376.8896484","45769376.8896484","45767496.8896484","45767501.2646484","45767550.0146484","45767559.3896484","45767573.3740234","45769470.7568359","45769460.1318359","45769459.5068359","45769303.5302734","45769309.1601563","45769169.1308594","45769141.1376953","45769153.1298828","45768881.1376953","45769133.1445313","45769082.1289063","45769685.859375","45769685.859375","45769685.859375",
"Lithuania","LTU","Surface area (sq. km)","AG.SRF.TOTL.K2","","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65300","65286.0009765625","65286.0009765625","65286.0009765625","65286.0009765625","65286.0009765625",
"Luxembourg","LUX","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590","2590",
"Latvia","LVA","Surface area (sq. km)","AG.SRF.TOTL.K2","","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64559","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64558.9990234375","64560","64510","64480","64480","64490","64490","64490","64490","64490","64490",
"Macao SAR, China","MAC","Surface area (sq. km)","AG.SRF.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","25.9999990463257","27.0000004768372","27.0000004768372","27.9999995231628","27.9999995231628","28.5999989509583","29.2000007629395","29.2000007629395","29.5000004768372","29.7000002861023","29.9000000953674","29.9000000953674","30.2999997138977","30.2999997138977","30.3999996185303","30.3999996185303","30.3999996185303","30.3999996185303",
"St. Martin (French part)","MAF","Surface area (sq. km)","AG.SRF.TOTL.K2","","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","",
"Morocco","MAR","Surface area (sq. km)","AG.SRF.TOTL.K2","","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550","446550",
"Monaco","MCO","Surface area (sq. km)","AG.SRF.TOTL.K2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","",
"Moldova","MDA","Surface area (sq. km)","AG.SRF.TOTL.K2","","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33760","33840","33840","33850","33850","33840","33840","33840","33840","33840","33840","33840","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850","33850",
"Madagascar","MDG","Surface area (sq. km)","AG.SRF.TOTL.K2","","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587040","587295","587295","587295","587295","587295","587295","587295","587295",
"Maldives","MDV","Surface area (sq. km)","AG.SRF.TOTL.K2","","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300",
"Middle East & North Africa","MEA","Surface area (sq. km)","AG.SRF.TOTL.K2","","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373260","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373280","11373290","11373300","11373310","11373310","11373320","11373330","11370790","11370791.9999695","11370796.9999695","11370800","11370611.9921875","11370612.9921722","11370619.992218","11370619.992218","11370619.992218","11370619.992218",
"Mexico","MEX","Surface area (sq. km)","AG.SRF.TOTL.K2","","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964380","1964375","1964375","1964375",
"Marshall Islands","MHL","Surface area (sq. km)","AG.SRF.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180",
"Middle income","MIC","Surface area (sq. km)","AG.SRF.TOTL.K2","","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80763448.000061","80763448.000061","80765488.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80765568.000061","80764228.000061","80764238.000061","80764238.000061","80764908.000061","80765818.000061","80765849.875061","80765939.875061","80759016.8745728","80759016.8745728","80759006.8745728","80758996.8745728","80731806.8745728","80731806.8745728","80729926.8745728","80729931.2495728","80729979.9995728","80729989.3745728","80728330.3584595","80730227.741272","80730227.116272","80730226.491272","80730065.5147095","80727525.1436157","80727430.1045532","80727433.1123657","80727445.1045532","80726865.1045532","80726293.1123657","80728891.1592407","80728885.9053345","80728885.9053345","80717998.9053345",
"North Macedonia","MKD","Surface area (sq. km)","AG.SRF.TOTL.K2","","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710","25710",
"Mali","MLI","Surface area (sq. km)","AG.SRF.TOTL.K2","","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190","1240190",
